asn,org_name
49380,PJSC Moscow city telephone network
49381,Com-Site Ltd
49382,FANAVARI HAMRAH PAYDA Co. ( Private J.S.)
49383,Hostmania Cloud SRL
49384,ADMINISTRATIA ROMANA A SERVICIILOR DE TRAFIC AERIAN ROMATSA RA.
49385,Windmill Telecom OU
49387,Springs-Net EOOD
49388,"Inspirit Cloud, S.L."
49389,Privately owned enterprise Alexsandrov Yuriy Viktorovich
49390,"JSC ""Specialized Depositary INFINITUM"""
49391,Gwint Israel
49392,LLC Baxet
49393,Solutions Factory Ltd.
49394,BusinessInterSoft LLC
49395,"RTCloud, LLC"
49396,Llwynygorras Cyf
49397,Sava-Group Oy
49398,Clarity Telecom Limited
49399,Destiny N.V
49400,PageMaster Ltd
49401,BINK BROADBAND LTD
49402,Comtrade nepremicnine d.o.o.
49403,AVK-Wellcom Ltd.
49404,Russian Servers Limited
49405,Destiny White Label Services B.V.
49406,Fast Wireless Internet Ltd
49407,PharmaSwiss d.o.o. Ljubljana
49408,Securitas AB
49409,IVER NORGE AS
49410,BILOUD SRL
49411,Efimyuk Dmitriy Sergeevich
49412,Raiffeisen banka ad Beograd
49413,Intercity Technology Ltd
49414,LLC TOMIKA
49415,VTSL Ltd
49416,Exchange West
49417,eTarg Media ApS
49418,NETSHIELD LTD
49419,Iver Sverige AB
49420,Aplitt Sp. z o.o.
49421,Linux Ltd.
49422,DNA Oyj
49423,S.C Kandia Dulce S.A.
49424,New Line Solutions LLC
49425,Digital Realty (UK) Limited
49426,LInTeCS ltd (Laboratory of Information Technologies and Computer Systems)
49427,NETRC LLC
49428,INTIS d.o.o.
49430,Pihlajalinna Terveys Oy
49431,KPMG Fides Fiduciaria S.p.A.
49432,Dominic Schallert trading as schallert.com e.U.
49433,Bank Refah Kargaran
49434,FBW NETWORKS SAS
49435,INGATE GmbH
49436,Stadtwerke Soest GmbH
49437,Institutul National de Cercetare Dezvoltare pentru Fizica Pamantului - INCDFP RA
49438,Chillishot Ltd
49439,Link Ltd
49440,PLUSTEL LIMITED
49441,Pierre Fabre SA (PFSA)
49442,Solar Network Ltd.
49443,SC ITNS.NET SRL
49444,Private Limited Company Lutacom
49445,"""UKRDC"" LLC"
49446,Somedia Production AG
49447,Nice IT Services Group Inc.
49448,PICO GLOBAL LTD.
49449,CELESTE SAS
49450,"Federal State Budget Institution NATIONAL MEDICAL RESEARCH CENTER FOR OBSTETRICS, GYNECOLOGY AND PERINATOLOGY named after academician V. I. Kulakov of the Ministry of Healthcare of the Russian Federation"
49451,Association Ouest Network
49452,A1 Systems Ltd.
49453,Global Layer B.V.
49454,Wavenet Limited
49455,Telia Norge AS
49456,RAFAEL ADVANCED DEFENSE SYSTEMS LTD
49457,Openbusiness S.A.
49458,JSC Intellin
49459,4b42 UG
49460,Filleck s.r.o.
49461,"PP ""Podilsky Intelectualni sistemy"""
49462,dualstack AG
49463,Les Nouveaux Constructeurs SA
49464,ICF SYSTEMS AG
49465,Teleradiocompany RubinTelecom Ltd.
49466,Klayer LLC
49467,INETMAR INTERNET HIZMETLERI BILISM TEKNOLOJILERI SANAYI VE TICARET LIMITED
49468,MAGIT'ST SRL
49469,LLC MELT-INTERNET
49471,Terrence de Kat
49472,Eastera Ltd.
49473,AZV- Suedholstein AoeR
49474,Elm Company PJS
49475,Wingmen Solutions ApS
49476,JSC Multiregional Transittelecom
49477,E-TF1 SAS
49478,Provodov.net Ltd.
49479,"LLC ""Zummer"""
49480,Vizor-Gal Ltd.
49481,Ultracom CJSC
49482,Telecom Armenia OJSC
49483,SKAT-Media Ltd.
49484,Audiocodes Ltd
49485,High Availability Hosting Limited
49486,ALTA BANKA AD BEOGRAD
49487,IMBIL CONSULTANCY SERVICES LIMITED
49488,nic.at GmbH
49489,ClearMedia AG
49490,Circlenet LLP
49491,PE Sukonnik Mukola Valeriyovuch
49492,MEHED STUDIO LLC
49493,GIGAS HOSTING S.A.
49494,CEWE Stiftung & Co. KGaA
49495,Metro Optic SAS
49496,MDM Solutions SRL
49497,IPG Group Limited
49498,S&T Hrvatska d.o.o.
49499,Industrie und Handelskammer Reutlingen
49500,Terrence de Kat
49501,Menorah Mivtachim insurance Ltd.
49502,ART INVEST LTD
49503,CloudCoCo Connect Limited
49504,LANESTEL SARL
49505,JSC Selectel
49506,GumsNet Ltd
49507,Institutul National de Cercetare-Dezvoltare pentru Fizica Materialelor Bucuresti RA
49508,Samtelecom LLC
49509,Spotler Nederland B.V.
49510,TCV Ltd
49511,"The state enterprise ""Donetsk railway"""
49512,Biptec OU
49513,SE Savochkin Denis Yurievich
49514,2FAST A/S
49515,Nordiska Servercentralen AB
49516,IP Ovchinnikov Vasiliy Fedorovich
49517,Asia Insurance Co. (Publicly Traded)
49518,TRIPLE NET EOOD
49519,ASSOCIATION IHCB GROUP
49520,Uster Technologies AG
49521,"Federal State Budgetary Educational Institution of Higher Education ""Ural State Law University named after V.F. Yakovlev"""
49522,INDUSTRIENS PENSIONSFORSIKRING A/S
49523,STATKRAFT MARKETS GMBH
49524,Wolnet SRL
49525,Solar Turbines Switzerland Sagl
49526,JSC MTBank
49527,SRL ROXNET-COM
49528,MARCIN MALOLEPSZY @ALFANET
49529,Duplex tel LLC
49530,Kompleks-S OOO
49531,"""NetCom-R"" LLC"
49532,Eonix Corporation
49533,Joint Stock Company Rosseti Tyumen
49534,BANQ TECH BILGI VE ILETISIM TEKNOLOJILERI LIMITED SIRKETI
49535,E-Mind Srl
49536,Kt Line LLC
49537,Worldline Communication
49538,Partido Socialista Obrero Espanol (PSOE)
49539,Inter Pal Networks Ltd
49540,Capaix Connectic SAS
49542,ArtPlanet LLC
49543,Syrion Sp. z o.o.
49544,i3D.net B.V
49545,StroyTelecom-Yug Ltd
49546,Voicetec sys Limited
49548,NSA Networks LLC
49549,"Standart AG, LLC"
49550,UAB Nacionalinis Telekomunikaciju Tinklas
49551,Teleseti Ltd
49552,OpenSource Training Ralf Spenneberg
49553,AXE INFORMATIQUE SAS
49554,P.P.Shirshov Institute of Oceanology RAS
49555,Avions de Transport Regional GIE
49556,Web Dadeh Paydar Co (Ltd)
49557,BuildNet Ltd
49558,IT-Yaroslavl Ltd.
49559,A-Systems Sp. z o.o.
49560,Linkservice LLC
49561,"LLC ""VECHIR TELECOM"""
49562,KPN B.V.
49563,Multinet Kurumsal Hizmetler Anonim Sirketi
49564,EMPIK S.A.
49565,Pole Telekomunikasyon Sanayi ve Ticaret Anonim Sirketi
49566,Ville de Paris
49567,Aptus Ltd
49568,"LLC ""Convex-Kamensk"""
49569,Zaymer PJSC
49570,"""DELTA-X"" LTD"
49571,CELLNET Company for Internet Services Ltd.
49572,Fujitsu Services Ltd.
49573,JimmyNet s.r.o.
49574,ECIT SOLUTIONS ONE AS
49575,Dong Ran Yang
49576,RED ELECTRICA DE ESPANA S.A.U.
49577,PE Romankov Dmitry Vladimirovich
49578,Fregat Ltd.
49579,Leonardo S.p.A.
49580,"Monet +, a.s."
49581,Ferdinand Zink trading as Tube-Hosting
49582,UPSTREAM SOFTWARE AND TELECOMMUNICATIONS SYSTEMS S.M.S.A
49583,Kom lan Ltd
49584,Dataxion SAS
49585,CoreRoute OU
49586,Intility AS
49587,JSA Group LLC
49588,SDS-Vostok Ltd.
49589,FOP Abashin Andrew Aleksandrovich
49590,TRENDNET d.o.o.
49591,Gral Medical SRL
49592,Pipe Networks LTD
49593,ALPINA d.o.o.
49594,Altitude Infrastructure Exploitation SAS
49595,ILSA LAND SRL
49596,Fara Negar Pardaz Noor Khuzestan Co.JSP
49597,EURO.NET SRLS
49599,Sigma Software LLC
49600,"NEAR IP, S.L."
49601,UNITEL-MEDIA Sp. z o.o.
49602,"Private Limited Liability Company ""KRENA"""
49603,Nerdherrschaft GmbH
49604,Zone Media OU
49605,Digital Telecommunication Services S.r.l.
49606,MCD Europe Limited
49607,ZEMPLER BANK LIMITED
49608,CoChen Technology LTD.
49609,Intersolute GmbH
49610,NIC (National Information Center)- SDAIA ( Saudi Data and Artificial Intelligence Authority )
49611,Bank Pocztowy Spolka Akcyjna
49612,DDOS-GUARD LTD
49613,Arian Web Pars
49614,Cenuta LLC
49615,Ardmore Construction Limited
49616,A. Tokaj i Partnerzy Adwokaci i Radcowie Prawni spolka partnerska
49617,Nikita Sergienko
49618,ERA d.o.o.
49619,AIRMOB SAS
49620,Gigabit-Online LLC
49621,Thinfactory N.V
49622,Itera Consulting Group Ukraine Ltd.
49623,LIOPEN SARL
49624,LU-CIX Management GIE
49625,gocloud.gmbh
49626,Controls Middle East Electromechanical Works L.L.C
49627,Speakup B.V
49628,LLC Skytel
49629,"AVATEL TELECOM, SA"
49630,TN HOSTING ApS
49632,Datatelekom Bilgisayar Internet Bilisim Yazilim ve Telekomunikasyon Hizmetleri San ve Dis Tic Ltd Sti
49633,MGK Rafal Chmielewski
49634,"SIA ""Piter-IX"""
49635,CLOUDI NEXTGEN SL
49636,Ljubljanski urbanisticni zavod d.d.
49637,"PJSC ""Surgutneftegas"""
49638,Consorci de Serveis Universitaris de Catalunya
49639,Kaufmaennische Krankenkasse - KKH
49640,S.P.E. SISTEMI E PROGETTI ELETTRONICI S.A.S. DI PRANDINI PAOLO E C.
49641,"OOO ""Alfacom"""
49642,Touring Club Suisse
49643,Optibit LLC
49644,QIWI JSC
49645,Soft Expert SRL
49646,Agentia Nationala a Medicamentului
49647,Sky Unwired DWC-LLC
49648,I-P Service LLC
49649,Urzad Miasta Gorzow Wielkopolski
49650,"Everex Comunicaciones, S.A."
49651,ENERCON GmbH
49652,Domar Treuhand- und Verwaltungs-Anstalt
49653,CADF S.p.A
49654,SIA HOSTBOX
49655,iNet Ltd
49656,Imarto Inc.
49657,Transaction Network Services (UK) LTD
49658,PON.BG Ltd.
49659,"SkyToll, a. s."
49660,FH Campus Wien
49662,Lohika LTD
49664,CANPACK S.A.
49665,MTS PJSC
49666,Telecommunication Infrastructure Company
49667,Create & Develop BDR
49668,LLC Aspect
49670,Insta DefSec Oy
49671,DODO Inc.
49672,CELEBI HOLDING A.S.
49673,Truenetwork LLC
49674,S.C. Djemba IT&C S.R.L.
49675,"JSC ""SKB Kontur production"""
49676,Sindad Network Technology Ltd.
49677,MAEHDROS S.A.
49678,INTERKVM HOST SRL
49679,"Megamarket, ltd"
49680,Armaghan Rahe Talaie
49681,StorPool Storage AD
49682,BNB-Bank OJSC
49683,MASSIVEGRID LTD
49684,"LLC ""OSK"""
49685,Signet B.V.
49686,OOO Prometey
49687,RoSite Equipment SRL
49688,John Berry
49689,CORESYSTEM SASU
49690,Saint Gobain Group Digital & IT International SAS
49691,Netinfo SRL
49692,Compagnie generale de Sante SAS
49693,Best-Hoster Group Co. Ltd.
49694,Masternaut Limited
49695,Novso SARL
49696,ROCT GmbH
49697,Joey Julian Koenig trading as PathConnect GbR
49698,National Training Foundation
49699,SuperHosting.BG Ltd.
49700,Creative PC service SIA
49701,RIA Link Ltd
49702,Svyaz Telecom OOO
49703,CONSULTIC SRL
49704,PETASCALE SUPERCOMPUTER CONSORTIUM - BULGARIA - DZZD
49705,Michael Maresch
49706,PUBLIC ASSOCIATION ''RIVNE REGION INTERNET ASSOCIATION''
49707,Michael D'mello
49708,WARTER FUELS S.A.
49709,Videobyte S.r.l.
49711,Flynet Ltd
49712,"JSC ""TBM"""
49713,Enreach Netherlands B.V.
49714,Edge Technology Plus d.o.o. Beograd
49715,PTU WLAN-TECH PLUS JACEK SOLTYS
49717,ASTRA TELEKOM DOO BEOGRAD
49718,Nizhnevolzhskie Telecommunication Networks Real LLC
49719,High Tech United S.R.L.
49720,Gigacloud LLC
49722,SP Line Ltd
49723,"Limited company ""Signal Ltd"""
49724,JSC Vainah Telecom
49727,WicitY srl
49728,Herefordshire Council
49729,"Open Joint Stock Company Commercial Bank ""Modulbank"""
49730,"""AUXO IT SERVICES"" LLC"
49731,UNIQA Towarzystwo Ubezpieczen S.A.
49732,Joint Stock Company Tyvasviazinform
49733,TEKNE S.R.L.
49734,Nooh Media SRL
49735,ITSMedia GmbH
49736,Loctelecom PJSC
49737,Jobs.bg Ltd
49738,Netrox Europe LLC
49739,Regionale Kliniken Holding RKH GmbH
49740,ET Georg-Georgi Georgiev
49741,PRO-NET-REGION Ltd.
49742,"LLC ""Iwt"""
49743,"FINEMEDIA SPOLKA JAWNA WOJCIECH WRONA, GRZEGORZ KALUZA"
49744,Intuit Ltd.
49745,Kai Siering
49746,DIGITAL EURONETWORK SRL
49747,QHost LLC
49748,NEXUS DELTA LLC
49749,VostokMediaSvyaz Ltd.
49752,Hackerspace Brussels
49753,"Jerzy Krempa ""Telpol"" PPMUE"
49754,Sfera IT d.o.o.
49755,LLC SvyazTelecom
49756,Der Schleswig Holsteinische Landtag
49757,IGOR USPENSKYY
49758,Lloyds Banking Group PLC
49759,"SerDi TeleCom, LTD"
49760,Hayat for Internet & communication LLC
49761,Telesim sp. z o.o.
49762,Elisa Santa Monica Oy
49763,ADEVINTA FRANCE SAS
49764,SKSTROI LLC
49765,Comms365 Limited
49766,Virgin Media Ireland Limited
49767,"O2 Czech Republic, a.s."
49768,Extlikes Solutions LTD
49769,Teracom AB
49770,Internetport Sweden AB
49771,Bank Hapoalim Ltd.
49772,TF Group S.p.A
49773,Deimos Ltd.
49774,S.C. Interlink Banat S.R.L.
49775,Lunar Digital Solutions Limited
49776,Gorset LLC
49777,ATEXS PLUS Ltd.
49778,Galchenko Anna Viktorovna
49779,Joint-Stock Company Investpribor
49781,Broadband for Rural Kent Ltd
49782,Programniy Region AO
49784,Netvisit B.V.
49785,P.P.H.U AWIST
49786,WaveCom Informatikai Kft.
49787,STRONG-PC Tomasz Piekarski
49788,Nexthop AS
49789,JSC Multiregional Transittelecom
49790,Bart Vrancken trading as MLaB
49791,Newserverlife LLC
49792,Amirkabir University of Technology
49793,LMP Technical Services Ltd
49794,LIVEPERSON LTD
49795,ADERTIS Kft.
49796,Shaparak Electronic Card Payment Network Company PJS
49797,LLC VK
49798,"SnailNet, s.r.o."
49799,Public joint-stock company Prio-Vneshtorgbank
49800,GNC-Alfa CJSC
49801,Hezardastan Unit Cloud Computing PJSC
49804,Mips Group LLC
49805,Berke FINCANCI
49807,Landmark Space Limited
49808,Energie AG Oberoesterreich Services und Digital Solutions GmbH
49809,"Optima Communications, LLC"
49810,ip-it consult GmbH
49811,Uzlovaya.net Ltd
49812,Lincoln Electric Europe B.V.
49813,Innova Co S.A.R.L.
49814,TomGate LLC
49815,Host2 LTD
49816,MTS PJSC
49817,TRK Skif-TV LLC
49818,ELIN.hu Informatikai Szolgaltato es Tanacsado Kft.
49819,Skimbit Ltd
49820,Pictura Imaginis B.V.
49821,Electrica LLC
49823,Hastingwood Securities Ltd
49824,"PC ""Astra-net"""
49825,Lantek LLC
49826,Lounea Palvelut Oy
49827,IE KHOMA YURY ROMANOVICH
49828,LLC DARNET
49829,ADM COMPUTER SERVICES LIMITED
49830,RESET LLC
49831,Connected sp. z o. o.
49832,QBIC COMMUNICATIONS DMCC
49833,National Center for Meteorology
49834,"Best Hosting Company, LLC"
49835,"Fundacio Privada per a la Xarxa Lliure, Oberta i Neutral, guifi.net"
49836,Median Telecom GmbH
49837,Synthes GmbH
49838,TomTom International B.V.
49839,InterkamService LLC
49840,Enson Net Ltd
49841,JSC Expobank
49842,Commercial Manufacturing Enterprise Agrostroy Ltd.
49843,Kardem Tekstil Sanayi Ve Ticaret A.S.
49844,Imagin3D Ltd
49845,PJSC Forward Energy
49846,Akamai International B.V.
49847,Pardazeshgar Ray Azma Co. Ltd.
49848,Firm Svyaz Ltd
49849,MG 2002 LTD.
49850,International Fair Plovdiv AD
49851,Aragonesa de Servicios Telematicos
49852,AP NETWORK SRL
49853,"CETRTAPOT, avtomatska identifikacija, racunalnistvo in informatika, d.o.o."
49854,Starlink Country LLC
49855,PLUTEX GmbH
49856,8X8 UK Limited
49857,Inclust System Ltd.
49858,Borje Josefsson trading as UNIMASTER Datakonsult
49859,"ADAMANT, Ltd."
49860,Internet96 llc
49861,SAHSUVAROGLU MARINA GAYRIMENKUL TURIZM YATIRIMLARI ANONIM SIRKETI
49862,Netilo AB
49863,Lite-Telecom Limited
49864,ECS Rockenschaub GmbH
49865,JT International SA
49866,Loopback Oy
49867,Bing Yang trading as B00B Collective
49868,ANITE TRAVEL Ltd
49869,Piter-IX Co. Ltd.
49870,Alsycon B.V.
49871,Bango Germany GmbH
49872,Jahan Ruye Khat PJSC
49873,P4 Sp. z o.o.
49874,"JSC ""ER-Telecom Holding"""
49875,Edenred Kurumsal Cozumler A.S.
49876,Netia SA
49877,ASTOR TRADING LLC
49878,OOO DagNet
49879,ISIK Bilgisayar Internet ve Yayincilik Hizmetleri
49880,New Technology Ltd
49881,Societe du Journal Midi Libre SA
49882,Paysafe Holdings UK Limited
49883,LLC Rivne Telecom
49884,SmartEye B.V
49885,INTERSHOP Communications AG
49886,Rosgosstrakh Insurance Company ( Public Joint Stock Company )
49887,Demirer Kablo Tesisleri Sanayi ve Ticaret A.S.
49888,Ultranet Sp. z o.o.
49889,Crystal Telecom Ltd
49890,"ABLE agency, s.r.o."
49891,Joint-stock company Gallery Chizhov
49892,"""TETA TELECOM"" LLC"
49893,Bitrace telecom Ltd.
49894,EZLO INNOVATION SRL
49895,dcenter.pl sp. z o.o.
49896,Japet d.o.o.
49897,Alians Telecom Ltd.
49898,My Mind (Holdings) Ltd
49899,Petro Welt Technologies AG
49900,The Sporting Exchange (Clients) Ltd
49901,KUIPER NETWORK LTD
49902,SOCIETE REUNIONNAISE DU RADIOTELEPHONE SCS
49903,Ukrainian State Air Traffic Service Enterprise
49904,Xiaodong Qi
49905,"Joint Stock Company ""Primekartonpak"""
49906,Kish It Group Company Ltd.
49907,INDECO
49908,Kompeatelecom Ltd.
49909,Direct One SA
49910,Ludigssoft Management GmbH trading as Ludigssoft RZ GmbH & Co. KG
49911,CDN Squared Limited
49912,UAB Moletu radijas ir televizija
49913,Gazprom Insurance Ltd
49914,Multimedija Netvork L DOOEL Export-Import Gostivar
49915,Megaport (UK) Limited
49916,Toyota Motor Ltd
49917,LayerSwitch B.V.
49918,Institutul pentru Tehnologii Avansate
49920,FLOWBIRD SAS
49921,FORMULA INVESTMENT HOUSE B.O.S LTD
49922,TsingYao Technology Limited
49923,Generale Frigorifique SAS
49924,NETFREE S.R.L.S.
49925,LLC South Networks
49926,Alex XZ Cypher Zero
49927,Mikrografija Trgovina d.o.o.
49928,Prisa Media SAU
49929,"Federal State Autonomous Educational Institution of Higher Education ""National Research Technological University ""MISIS"""
49930,JDM A/S
49931,"STARNET, s.r.o."
49932,State Autonomous Institution of Khakass Republic Center of Informatization and New Technologies of Khakass Republic
49933,Alexander Karl
49934,FREMAP MUTUA COLABORADORA CON LA SEGURIDAD SOCIAL N 61
49935,SmartEye B.V
49936,Behsa Communication & Development Co. (Ltd.)
49937,Interactive Sports Limited
49938,CHEMGINEERING HOLDING AG
49939,JSICB Eniseisk United Bank
49940,FERIA INTERNACIONAL DE BARCELONA
49941,Eurotux Informatica SA
49942,Bank Vontobel AG
49943,IT Resheniya LLC
49944,Eminencias-Net Kft.
49945,OJSC Alif Bank
49946,Kamsoft S.A.
49947,NetSistem Ltd.
49948,Raycap Corporation SRL
49949,Complior AB
49950,Ministry of Interior of Republic of Bulgaria
49951,DFW LLC
49952,Bluestone AS
49954,Progress Technology LLC
49955,"""OJSC Concern Kalina"""
49956,In(n) Energie GmbH
49957,HQS High Quality Software GmbH
49958,Evolution Gaming LTD
49959,ReadSpeaker AB
49960,The Wall SC
49961,ADISTA SAS
49962,Zero Internet eXchange LLC
49963,Regional TeleSystem Ltd
49964,TORNADO TELECOM S.R.L.
49965,Closed Joint Stock Company Radiotelephone
49966,"PJSC ""T Plus"""
49967,THAMES VALLEY HOUSING ASSOCIATION LIMITED
49968,FASTPATH IKE
49969,Tietoevry Tech Services Sweden AB
49971,PrJSC Valex
49972,"NAMAVARAN e ASR e Novin Information Technology (FANHAB) , Private Joint-Stock Co"
49974,Bo data ApS
49976,Area Science Park
49977,Company Tomich Ltd
49978,Ixaris Technologies Limited
49979,LA Wireless Srl
49980,Mihail Juriwitsch Novikov
49981,WorldStream B.V.
49982,TOV Finayti
49983,MiroNet AG
49984,"""Telecomunikatsiina Companiya"" Ltd"
49985,IP4ISP z.s.p.o
49986,Paks II. Ltd.
49987,Stroy Park - R Ltd
49988,LLC VK
49989,Ceramika Paradyz Sp. z o.o.
49990,AEM SA
49991,NIBBLE S.R.L.
49992,BFI Networks B.V.
49993,JSC Novocom
49994,RIC-Info Ltd
49995,PP 3FON NETWORKS
49996,Vyacheslav Yuryevich Anisimov
49998,Comp S.A.
49999,Hydra Communications Ltd
50000,Parsian Hamrah Lotus Co.(Private Joint Stock)
50001,Joint Stock Company Commercial Bank Lanta-Bank
50002,PJSC Renaissance Insurance Group
50003,"Joint Stock Company ""Institutional Telephone Center"""
50004,FO-P Gromov Evgeniy Viktorovich
50005,Private Enterprise Firma Fenix VT
50006,TAMA GROUP
50007,LVNET LTD
50008,Mionet IT SRL
50009,QUARTZ TELECOM LLC
50010,Omani Qatari Telecommunication Company SAOC
50011,MTS PJSC
50012,"LLC ""BEST-LINK"""
50013,Multicomp Ltd.
50014,Nowy Styl Sp.zoo
50015,Aleksandr Butenko
50016,"Przedsiebiorstwo Informatyczne FORTES J.Wasik, K.Niziolek Sp. j."
50017,fux eG
50018,Flowmailer B.V.
50019,TURKLOKASYON TELEKOM VE BILISIM TEKNOLOJILERI
50020,CETIN Bulgaria EAD
50021,WEBMATRIX HOLDING ApS
50022,Kristelecom Ltd.
50023,VCG TECHNOLOGY SERVICES LIMITED
50024,Komatsu BOTL Finance CIS LLC
50025,Net Television Ltd
50026,Paulus M. Hoogsteder
50027,Netup LLC
50028,EDGOO NETWORKS
50029,Telecom Ltd.
50030,system.de - System & Project GmbH
50031,Zalaszam Informatika Kft.
50032,Adobe Systems Software Ireland Ltd
50033,EG Norge AS
50034,EURONICS Deutschland eG
50036,DEPARTEMENT des PYRENEES-ATLANTIQUES
50037,Server Ltd
50038,"Joint Stock Company ""Sirena-Travel"""
50039,ENTAIN MARKETING (UK) LIMITED
50040,ANO TV NOVOSTI
50041,Saba Abr Mizban LLC
50042,"South Business Communication, LTD"
50043,Korzhos Oleg
50044,Telekor Company Ltd
50045,PJSC Montazh
50046,Landry JUGE
50047,Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH
50048,Andrey Chuenkov PE
50049,FOP Danik Vyacheslav Evgenievich
50050,NU Informationssysteme GmbH
50051,ZAO Danaflex
50052,TORANET LTD
50053,Individual Entrepreneur Anton Levin
50054,Amsterdam Internet Exchange B.V.
50055,HURKUS HAVAYOLU TASIMACILIK VE TICARET A.S.
50056,Ai Networks Limited
50057,Parvaz System Information Technology Company (Ltd)
50058,August Internet Limited
50059,Coriolis Telecom SAS
50060,Annet Ltd.
50061,PricewaterhouseCoopers GmbH WPG
50062,NTT Data Business Solutions A/S
50063,Sainsbury's Supermarkets Ltd
50064,TKN Deutschland GmbH
50065,"UAB ""Saulenet"""
50066,Serious Tubes Networks
50067,CESAL s.r.o.
50068,Clue24 GmbH
50069,"Misaka Network, Inc."
50071,MTS PJSC
50072,Talpa TV B.V.
50073,Webcraft Found LLC
50074,FOP Goncharov Oleksandr Oleksandrovich
